;Region;Country Code;Country;Year;Sex;32 - Contraceptive prevalence among women who are married or in a union  aged 15-49;35b - Antenatal care coverage  at least four visi;4 - Proportion of employed who are own-account workers  by sex;9 - Informal employment as a percentage of total non-agricultural employment  by sex;8b - Percentage distribution of employed population in industrial sector  by sex;31c - Educational attainment (upper secondary) of the population aged 25 and older  by sex;30 - Effective transition rate from primary to secondary education (general programmes)  by sex;20 - Youth literacy rate of persons (15-24 years)  by sex;24b - Gender parity index of the gross enrolment ratio in secondary education;10 - Youth unemployment rate for persons aged 15-24  by sex;36 - Proportion of births attended by skilled health professional;29 - Gross graduation ratio from lower secondary education  by sex;31d - Educational attainment (post-secondary) of the population aged 25 and older  by sex;26 - Proportion of females among tertiary education teachers or professor;3a - Labour force participation rate for persons aged 15-24  by sex;25 - Share of female science  engineering  manufacturing and construction graduates at tertiary level;27 - Adjusted net intake rate to the first grade of primary education  by sex;24a - Gender parity index of the gross enrolment ratio in primary education;8c - Percentage distribution of employed population in service sector  by sex;33 - Under-five mortality rate  by sex;23 - Gross enrolment ratio in tertiary education  by sex;6 - Proportion of employed who are employers  by sex;21 - Adjusted net enrolment rate in primary education by sex;28 - Primary education completion rate (proxy)  by sex;43 - Women’s share of government ministerial position;3b - Labour force participation rate for persons aged 15+  by sex;35a - Antenatal care coverage  at least one visi;31b - Educational attainment (lower secondary) of the population aged 25 and older  by sex;40 - Access to anti-retroviral drug  by sex;22 - Gross enrolment ratio in secondary education  by sex;39 - Women’s share of population aged 15-49 living with HIV_AIDS;14 - Proportion of employed working part-time  by sex;24c - Gender parity index of the gross enrolment ratio in tertiary education;44 - Proportion of seats held by women in national parliamen;50 - Prevalence of female genital mutilation_cutting (for relevant countries only);52 - Adolescent birth rate;8a - Percentage distribution of employed population in agricultural sector  by sex;51 - Percentage of women aged 20-24 years old who were married or in a union before age 18;34 - Maternal mortality ratio;45 - Women’s share of managerial position;18 - Proportion of individuals using mobile_cellular telephones  by sex;49 - Proportion of women (aged 15-49) subjected to sexual violence by persons other than an intimate partner  since age 15;37 - Smoking prevalence among persons aged 15 and over  by sex;31e - Educational attainment (tertiary) of the population aged 25 and older  by sex;5 - Proportion of employed who are contributing family workers  by sex;1 - Average number of hours spent on unpaid domestic and care work  by sex;48 - Proportion of ever-partnered women (aged 15-49) subjected to physical and_or sexual violence by a current or former intimate partner  in the last 12 month;46 - Share of female police officer;38 - Proportion of adults who are obese  by sex;31a - Educational attainment (primary) of the population aged 25 and older  by sex;2 - Average number of hours spent on paid and unpaid domestic and care work combined (total work burden)  by sex;41 - Life expectancy at age 60  by sex;17 - Proportion of individuals using the Internet  by sex;47 - Share of female judge
12878;Latin America and the Caribbean;484;Mexico;2013;Parity Index;;;;;;;;;1,07;;;;;;;;;0,99;;;;;;;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;
12879;Latin America and the Caribbean;484;Mexico;2014;Parity Index;;;;;;;;;1,07;;;;;;;;;1,0;;;;;;;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;
12880;Latin America and the Caribbean;500;Montserrat;1999;Parity Index;;;;;;;;;0,75;;;;;;;;;0,65;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12881;Latin America and the Caribbean;500;Montserrat;2000;Parity Index;;;;;;;;;1,12;;;;;;;;;0,93;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12882;Latin America and the Caribbean;500;Montserrat;2005;Parity Index;;;;;;;;;1,1;;;;;;;;;1,04;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12883;Latin America and the Caribbean;500;Montserrat;2007;Parity Index;;;;;;;;;1,02;;;;;;;;;1,12;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12884;Latin America and the Caribbean;500;Montserrat;2001;Parity Index;;;;;;;;;1,03;;;;;;;;;0,99;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12885;Latin America and the Caribbean;500;Montserrat;2004;Parity Index;;;;;;;;;1,1;;;;;;;;;0,97;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12886;Latin America and the Caribbean;500;Montserrat;2006;Parity Index;;;;;;;;;0,98;;;;;;;;;1,0;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12887;Latin America and the Caribbean;500;Montserrat;2002;Parity Index;;;;;;;;;1,13;;;;;;;;;0,96;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12888;Latin America and the Caribbean;530;Netherlands Antilles;1999;Parity Index;;;;;;;;;1,15;;;;;;;;;0,95;;;;;;;;;;;;;;;1,13;;;;;;;;;;;;;;;;;;;;;
12889;Latin America and the Caribbean;530;Netherlands Antilles;2000;Parity Index;;;;;;;;;1,1;;;;;;;;;0,96;;;;;;;;;;;;;;;1,24;;;;;;;;;;;;;;;;;;;;;
12890;Latin America and the Caribbean;530;Netherlands Antilles;2002;Parity Index;;;;;;;;;1,1;;;;;;;;;0,98;;;;;;;;;;;;;;;1,43;;;;;;;;;;;;;;;;;;;;;
12891;Latin America and the Caribbean;531;Curaçao;2013;Parity Index;;;;;;;;;1,05;;;;;;;;;0,96;;;;;;;;;;;;;;;2,33;;;;;;;;;;;;;;;;;;;;;
12892;Latin America and the Caribbean;533;Aruba;1999;Parity Index;;;;;;;;;1,06;;;;;;;;;0,98;;;;;;;;;;;;;;;1,16;;;;;;;;;;;;;;;;;;;;;
12893;Latin America and the Caribbean;533;Aruba;2003;Parity Index;;;;;;;;;1,05;;;;;;;;;0,93;;;;;;;;;;;;;;;1,43;;;;;;;;;;;;;;;;;;;;;
12894;Latin America and the Caribbean;533;Aruba;2008;Parity Index;;;;;;;;;1,07;;;;;;;;;0,96;;;;;;;;;;;;;;;1,37;;;;;;;;;;;;;;;;;;;;;
12895;Latin America and the Caribbean;533;Aruba;2000;Parity Index;;;;;;;;;1,03;;;;;;;;;0,97;;;;;;;;;;;;;;;1,51;;;;;;;;;;;;;;;;;;;;;
12896;Latin America and the Caribbean;533;Aruba;2005;Parity Index;;;;;;;;;1,0;;;;;;;;;0,94;;;;;;;;;;;;;;;1,44;;;;;;;;;;;;;;;;;;;;;
12897;Latin America and the Caribbean;533;Aruba;2007;Parity Index;;;;;;;;;1,03;;;;;;;;;0,96;;;;;;;;;;;;;;;1,36;;;;;;;;;;;;;;;;;;;;;
12898;Latin America and the Caribbean;533;Aruba;2009;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;1,43;;;;;;;;;;;;;;;;;;;;;
12899;Latin America and the Caribbean;533;Aruba;2010;Parity Index;;;;;;;;;1,05;;;;;;;;;0,99;;;;;;;;;;;;;;;1,41;;;;;;;;;;;;;;;;;;;;;
12900;Latin America and the Caribbean;533;Aruba;2001;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;1,51;;;;;;;;;;;;;;;;;;;;;
12901;Latin America and the Caribbean;533;Aruba;2004;Parity Index;;;;;;;;;1,0;;;;;;;;;0,92;;;;;;;;;;;;;;;1,47;;;;;;;;;;;;;;;;;;;;;
12902;Latin America and the Caribbean;533;Aruba;2006;Parity Index;;;;;;;;;0,99;;;;;;;;;0,96;;;;;;;;;;;;;;;1,46;;;;;;;;;;;;;;;;;;;;;
12903;Latin America and the Caribbean;533;Aruba;2011;Parity Index;;;;;;;;;1,06;;;;;;;;;0,97;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;
12904;Latin America and the Caribbean;533;Aruba;2002;Parity Index;;;;;;;;;1,05;;;;;;;;;0,95;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;
12905;Latin America and the Caribbean;533;Aruba;2012;Parity Index;;;;;;;;;1,02;;;;;;;;;1,03;;;;;;;;;;;;;;;1,5;;;;;;;;;;;;;;;;;;;;;
12906;Latin America and the Caribbean;558;Nicaragua;1999;Parity Index;;;;;;;;;1,21;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12907;Latin America and the Caribbean;558;Nicaragua;2003;Parity Index;;;;;;;;;1,13;;;;;;;;;1,0;;;;;;;;;;;;;;;1,09;;;;;;;;;;;;;;;;;;;;;
12908;Latin America and the Caribbean;558;Nicaragua;2008;Parity Index;;;;;;;;;1,16;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12909;Latin America and the Caribbean;558;Nicaragua;2000;Parity Index;;;;;;;;;1,19;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12910;Latin America and the Caribbean;558;Nicaragua;2005;Parity Index;;;;;;;;;1,16;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12911;Latin America and the Caribbean;558;Nicaragua;2007;Parity Index;;;;;;;;;1,16;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12912;Latin America and the Caribbean;558;Nicaragua;2010;Parity Index;;;;;;;;;1,13;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12913;Latin America and the Caribbean;558;Nicaragua;1998;Parity Index;;;;;;;;;1,2;;;;;;;;;1,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12914;Latin America and the Caribbean;558;Nicaragua;2001;Parity Index;;;;;;;;;1,2;;;;;;;;;1,02;;;;;;;;;;;;;;;1,08;;;;;;;;;;;;;;;;;;;;;
12915;Latin America and the Caribbean;558;Nicaragua;2004;Parity Index;;;;;;;;;1,16;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12916;Latin America and the Caribbean;558;Nicaragua;2006;Parity Index;;;;;;;;;1,16;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12917;Latin America and the Caribbean;591;Panama;1999;Parity Index;;;;;;;;;1,08;;;;;;;;;0,97;;;;;;;;;;;;;;;1,6;;;;;;;;;;;;;;;;;;;;;
12918;Latin America and the Caribbean;591;Panama;2008;Parity Index;;;;;;;;;1,08;;;;;;;;;0,96;;;;;;;;;;;;;;;1,53;;;;;;;;;;;;;;;;;;;;;
12919;Latin America and the Caribbean;591;Panama;2000;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,7;;;;;;;;;;;;;;;;;;;;;
12920;Latin America and the Caribbean;591;Panama;2005;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,64;;;;;;;;;;;;;;;;;;;;;
12921;Latin America and the Caribbean;591;Panama;2007;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,59;;;;;;;;;;;;;;;;;;;;;
12922;Latin America and the Caribbean;591;Panama;2009;Parity Index;;;;;;;;;1,08;;;;;;;;;0,96;;;;;;;;;;;;;;;1,52;;;;;;;;;;;;;;;;;;;;;
12923;Latin America and the Caribbean;591;Panama;2010;Parity Index;;;;;;;;;1,06;;;;;;;;;0,96;;;;;;;;;;;;;;;1,53;;;;;;;;;;;;;;;;;;;;;
12924;Latin America and the Caribbean;591;Panama;2001;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,73;;;;;;;;;;;;;;;;;;;;;
12925;Latin America and the Caribbean;591;Panama;2004;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,67;;;;;;;;;;;;;;;;;;;;;
12926;Latin America and the Caribbean;591;Panama;2006;Parity Index;;;;;;;;;1,08;;;;;;;;;0,97;;;;;;;;;;;;;;;1,62;;;;;;;;;;;;;;;;;;;;;
12927;Latin America and the Caribbean;591;Panama;2011;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,55;;;;;;;;;;;;;;;;;;;;;
12928;Latin America and the Caribbean;591;Panama;2002;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;1,71;;;;;;;;;;;;;;;;;;;;;
12929;Latin America and the Caribbean;591;Panama;2012;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;1,55;;;;;;;;;;;;;;;;;;;;;
12930;Latin America and the Caribbean;591;Panama;2013;Parity Index;;;;;;;;;1,06;;;;;;;;;0,97;;;;;;;;;;;;;;;1,49;;;;;;;;;;;;;;;;;;;;;
12931;Latin America and the Caribbean;591;Panama;2014;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12932;Latin America and the Caribbean;600;Paraguay;1999;Parity Index;;;;;;;;;1,04;;;;;;;;;0,96;;;;;;;;;;;;;;;1,38;;;;;;;;;;;;;;;;;;;;;
12933;Latin America and the Caribbean;600;Paraguay;2003;Parity Index;;;;;;;;;1,01;;;;;;;;;0,97;;;;;;;;;;;;;;;1,38;;;;;;;;;;;;;;;;;;;;;
12934;Latin America and the Caribbean;600;Paraguay;2008;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;1,36;;;;;;;;;;;;;;;;;;;;;
12935;Latin America and the Caribbean;600;Paraguay;2000;Parity Index;;;;;;;;;1,03;;;;;;;;;0,96;;;;;;;;;;;;;;;1,36;;;;;;;;;;;;;;;;;;;;;
12936;Latin America and the Caribbean;600;Paraguay;2005;Parity Index;;;;;;;;;1,03;;;;;;;;;0,97;;;;;;;;;;;;;;;1,13;;;;;;;;;;;;;;;;;;;;;
12937;Latin America and the Caribbean;600;Paraguay;2007;Parity Index;;;;;;;;;1,04;;;;;;;;;0,97;;;;;;;;;;;;;;;1,35;;;;;;;;;;;;;;;;;;;;;
12938;Latin America and the Caribbean;600;Paraguay;2009;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;1,44;;;;;;;;;;;;;;;;;;;;;
12939;Latin America and the Caribbean;600;Paraguay;2010;Parity Index;;;;;;;;;1,06;;;;;;;;;0,96;;;;;;;;;;;;;;;1,42;;;;;;;;;;;;;;;;;;;;;
12940;Latin America and the Caribbean;600;Paraguay;1996;Parity Index;;;;;;;;;1,06;;;;;;;;;0,97;;;;;;;;;;;;;;;1,23;;;;;;;;;;;;;;;;;;;;;
12941;Latin America and the Caribbean;600;Paraguay;1998;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12942;Latin America and the Caribbean;600;Paraguay;2001;Parity Index;;;;;;;;;1,02;;;;;;;;;0,96;;;;;;;;;;;;;;;1,38;;;;;;;;;;;;;;;;;;;;;
12943;Latin America and the Caribbean;600;Paraguay;2004;Parity Index;;;;;;;;;1,02;;;;;;;;;0,97;;;;;;;;;;;;;;;1,34;;;;;;;;;;;;;;;;;;;;;
12944;Latin America and the Caribbean;600;Paraguay;2006;Parity Index;;;;;;;;;1,04;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12945;Latin America and the Caribbean;600;Paraguay;1995;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12946;Latin America and the Caribbean;600;Paraguay;2011;Parity Index;;;;;;;;;1,06;;;;;;;;;0,96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12947;Latin America and the Caribbean;600;Paraguay;1997;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12948;Latin America and the Caribbean;600;Paraguay;2002;Parity Index;;;;;;;;;1,01;;;;;;;;;0,96;;;;;;;;;;;;;;;1,4;;;;;;;;;;;;;;;;;;;;;
12949;Latin America and the Caribbean;600;Paraguay;2012;Parity Index;;;;;;;;;1,07;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12950;Latin America and the Caribbean;604;Peru;1999;Parity Index;;;;;;;;;0,94;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12951;Latin America and the Caribbean;604;Peru;2003;Parity Index;;;;;;;;;0,94;;;;;;;;;1,0;;;;;;;;;;;;;;;1,07;;;;;;;;;;;;;;;;;;;;;
12952;Latin America and the Caribbean;604;Peru;2008;Parity Index;;;;;;;;;1,0;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12953;Latin America and the Caribbean;604;Peru;2000;Parity Index;;;;;;;;;0,93;;;;;;;;;0,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12954;Latin America and the Caribbean;604;Peru;2005;Parity Index;;;;;;;;;0,98;;;;;;;;;1,01;;;;;;;;;;;;;;;1,03;;;;;;;;;;;;;;;;;;;;;
12955;Latin America and the Caribbean;604;Peru;2007;Parity Index;;;;;;;;;1,0;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12956;Latin America and the Caribbean;604;Peru;2009;Parity Index;;;;;;;;;0,99;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12957;Latin America and the Caribbean;604;Peru;2010;Parity Index;;;;;;;;;1,0;;;;;;;;;1,01;;;;;;;;;;;;;;;1,1;;;;;;;;;;;;;;;;;;;;;
12958;Latin America and the Caribbean;604;Peru;1998;Parity Index;;;;;;;;;0,94;;;;;;;;;0,99;;;;;;;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;
12959;Latin America and the Caribbean;604;Peru;2001;Parity Index;;;;;;;;;0,93;;;;;;;;;1,0;;;;;;;;;;;;;;;0,98;;;;;;;;;;;;;;;;;;;;;
12960;Latin America and the Caribbean;604;Peru;2004;Parity Index;;;;;;;;;0,98;;;;;;;;;1,0;;;;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;
12961;Latin America and the Caribbean;604;Peru;2006;Parity Index;;;;;;;;;0,99;;;;;;;;;1,01;;;;;;;;;;;;;;;1,07;;;;;;;;;;;;;;;;;;;;;
12962;Latin America and the Caribbean;604;Peru;1995;Parity Index;;;;;;;;;0,93;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12963;Latin America and the Caribbean;604;Peru;2011;Parity Index;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12964;Latin America and the Caribbean;604;Peru;2002;Parity Index;;;;;;;;;0,93;;;;;;;;;1,0;;;;;;;;;;;;;;;1,07;;;;;;;;;;;;;;;;;;;;;
12965;Latin America and the Caribbean;604;Peru;2012;Parity Index;;;;;;;;;0,98;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12966;Latin America and the Caribbean;604;Peru;2013;Parity Index;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12967;Latin America and the Caribbean;604;Peru;2014;Parity Index;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12968;Latin America and the Caribbean;604;Peru;2015;Parity Index;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12969;Latin America and the Caribbean;630;Puerto Rico;2009;Parity Index;;;;;;;;;1,03;;;;;;;;;1,04;;;;;;;;;;;;;;;1,56;;;;;;;;;;;;;;;;;;;;;
12970;Latin America and the Caribbean;630;Puerto Rico;2010;Parity Index;;;;;;;;;1,06;;;;;;;;;1,04;;;;;;;;;;;;;;;1,48;;;;;;;;;;;;;;;;;;;;;
12971;Latin America and the Caribbean;630;Puerto Rico;2011;Parity Index;;;;;;;;;1,04;;;;;;;;;1,04;;;;;;;;;;;;;;;1,45;;;;;;;;;;;;;;;;;;;;;
12972;Latin America and the Caribbean;630;Puerto Rico;2012;Parity Index;;;;;;;;;1,08;;;;;;;;;1,05;;;;;;;;;;;;;;;1,43;;;;;;;;;;;;;;;;;;;;;
12973;Latin America and the Caribbean;630;Puerto Rico;2013;Parity Index;;;;;;;;;1,06;;;;;;;;;1,02;;;;;;;;;;;;;;;1,43;;;;;;;;;;;;;;;;;;;;;
12974;Latin America and the Caribbean;630;Puerto Rico;2014;Parity Index;;;;;;;;;1,06;;;;;;;;;1,01;;;;;;;;;;;;;;;1,41;;;;;;;;;;;;;;;;;;;;;
12975;Latin America and the Caribbean;659;Saint Kitts and Nevis;2003;Parity Index;;;;;;;;;1,19;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12976;Latin America and the Caribbean;659;Saint Kitts and Nevis;2008;Parity Index;;;;;;;;;1,05;;;;;;;;;1,01;;;;;;;;;;;;;;;2,09;;;;;;;;;;;;;;;;;;;;;
12977;Latin America and the Caribbean;659;Saint Kitts and Nevis;2000;Parity Index;;;;;;;;;1,1;;;;;;;;;1,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12978;Latin America and the Caribbean;659;Saint Kitts and Nevis;2005;Parity Index;;;;;;;;;1,07;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12979;Latin America and the Caribbean;659;Saint Kitts and Nevis;2007;Parity Index;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12980;Latin America and the Caribbean;659;Saint Kitts and Nevis;2009;Parity Index;;;;;;;;;1,08;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12981;Latin America and the Caribbean;659;Saint Kitts and Nevis;2010;Parity Index;;;;;;;;;0,99;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12982;Latin America and the Caribbean;659;Saint Kitts and Nevis;2001;Parity Index;;;;;;;;;1,13;;;;;;;;;1,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12983;Latin America and the Caribbean;659;Saint Kitts and Nevis;2004;Parity Index;;;;;;;;;1,14;;;;;;;;;1,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12984;Latin America and the Caribbean;659;Saint Kitts and Nevis;2011;Parity Index;;;;;;;;;1,04;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12985;Latin America and the Caribbean;659;Saint Kitts and Nevis;2002;Parity Index;;;;;;;;;1,13;;;;;;;;;1,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12986;Latin America and the Caribbean;659;Saint Kitts and Nevis;2012;Parity Index;;;;;;;;;1,05;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12987;Latin America and the Caribbean;659;Saint Kitts and Nevis;2013;Parity Index;;;;;;;;;1,18;;;;;;;;;1,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12988;Latin America and the Caribbean;659;Saint Kitts and Nevis;2014;Parity Index;;;;;;;;;1,03;;;;;;;;;1,02;;;;;;;;;;;;;;;1,02;;;;;;;;;;;;;;;;;;;;;
12989;Latin America and the Caribbean;659;Saint Kitts and Nevis;2015;Parity Index;;;;;;;;;1,05;;;;;;;;;1,02;;;;;;;;;;;;;;;2,04;;;;;;;;;;;;;;;;;;;;;
12990;Latin America and the Caribbean;660;Anguilla;2003;Parity Index;;;;;;;;;0,99;;;;;;;;;1,01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12991;Latin America and the Caribbean;660;Anguilla;2008;Parity Index;;;;;;;;;0,95;;;;;;;;;1,0;;;;;;;;;;;;;;;5,01;;;;;;;;;;;;;;;;;;;;;
12992;Latin America and the Caribbean;660;Anguilla;2000;Parity Index;;;;;;;;;0,98;;;;;;;;;1,04;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12993;Latin America and the Caribbean;660;Anguilla;2005;Parity Index;;;;;;;;;0,97;;;;;;;;;1,06;;;;;;;;;;;;;;;3,11;;;;;;;;;;;;;;;;;;;;;
12994;Latin America and the Caribbean;660;Anguilla;2007;Parity Index;;;;;;;;;1,02;;;;;;;;;0,98;;;;;;;;;;;;;;;4,96;;;;;;;;;;;;;;;;;;;;;
12995;Latin America and the Caribbean;660;Anguilla;2001;Parity Index;;;;;;;;;1,0;;;;;;;;;0,98;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12996;Latin America and the Caribbean;660;Anguilla;2004;Parity Index;;;;;;;;;1,0;;;;;;;;;1,03;;;;;;;;;;;;;;;4,23;;;;;;;;;;;;;;;;;;;;;
12997;Latin America and the Caribbean;660;Anguilla;2006;Parity Index;;;;;;;;;1,02;;;;;;;;;0,99;;;;;;;;;;;;;;;4,86;;;;;;;;;;;;;;;;;;;;;
12998;Latin America and the Caribbean;660;Anguilla;2002;Parity Index;;;;;;;;;1,01;;;;;;;;;0,98;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;
12999;Latin America and the Caribbean;662;Saint Lucia;1999;Parity Index;;;;;;;;;1,26;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13000;Latin America and the Caribbean;662;Saint Lucia;2003;Parity Index;;;;;;;;;1,23;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13001;Latin America and the Caribbean;662;Saint Lucia;2008;Parity Index;;;;;;;;;1,05;;;;;;;;;0,97;;;;;;;;;;;;;;;2,24;;;;;;;;;;;;;;;;;;;;;
13002;Latin America and the Caribbean;662;Saint Lucia;2000;Parity Index;;;;;;;;;1,3;;;;;;;;;0,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13003;Latin America and the Caribbean;662;Saint Lucia;2005;Parity Index;;;;;;;;;1,18;;;;;;;;;0,96;;;;;;;;;;;;;;;2,72;;;;;;;;;;;;;;;;;;;;;
13004;Latin America and the Caribbean;662;Saint Lucia;2007;Parity Index;;;;;;;;;1,11;;;;;;;;;0,95;;;;;;;;;;;;;;;2,33;;;;;;;;;;;;;;;;;;;;;
13005;Latin America and the Caribbean;662;Saint Lucia;2009;Parity Index;;;;;;;;;1,03;;;;;;;;;0,97;;;;;;;;;;;;;;;2,57;;;;;;;;;;;;;;;;;;;;;
13006;Latin America and the Caribbean;662;Saint Lucia;2010;Parity Index;;;;;;;;;0,99;;;;;;;;;0,96;;;;;;;;;;;;;;;2,58;;;;;;;;;;;;;;;;;;;;;
13007;Latin America and the Caribbean;662;Saint Lucia;2001;Parity Index;;;;;;;;;1,26;;;;;;;;;0,95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13008;Latin America and the Caribbean;662;Saint Lucia;2004;Parity Index;;;;;;;;;0,97;;;;;;;;;0,95;;;;;;;;;;;;;;;3,38;;;;;;;;;;;;;;;;;;;;;
13009;Latin America and the Caribbean;662;Saint Lucia;2006;Parity Index;;;;;;;;;1,17;;;;;;;;;0,92;;;;;;;;;;;;;;;5,31;;;;;;;;;;;;;;;;;;;;;
13010;Latin America and the Caribbean;662;Saint Lucia;2011;Parity Index;;;;;;;;;0,97;;;;;;;;;0,98;;;;;;;;;;;;;;;1,74;;;;;;;;;;;;;;;;;;;;;
